C,Epsilon,Omega,Kernel_alignment
0.01,10.0,10.0,0.9937006377885644
0.01,10.0,10.0,0.9936923734068412
0.001,10.0,10.0,0.9936736865435488
0.01,10.0,10.0,0.9936906063355183
0.01,10.0,10.0,0.9937068404514678
0.001,10.0,10.0,0.9939032784797988
0.001,10.0,10.0,0.9936174553129525
0.01,10.0,10.0,0.9936522636203363
0.001,10.0,10.0,0.9936663311159225
0.0001,10.0,10.0,0.9936283673608332
0.01,10.0,10.0,0.9936551847376833
0.0001,10.0,10.0,0.9936434619281618
0.01,10.0,10.0,0.9936557475507762
0.001,10.0,10.0,0.993654871234203
0.01,10.0,10.0,0.993683433498468
0.01,10.0,10.0,0.9944316627281163
0.001,10.0,10.0,0.9937428933634236
0.001,10.0,1.0,0.9936310646540927
0.01,10.0,1.0,0.9936004718325245
0.01,10.0,10.0,0.9939392433646705
0.01,10.0,10.0,0.9936741322749285
0.01,10.0,10.0,0.9936645501608916
0.01,10.0,10.0,0.9936527371594469
0.0001,10.0,10.0,0.9936646234137904
0.0001,10.0,10.0,0.993648814210672
0.0001,10.0,10.0,0.9936729034302069
0.0001,10.0,10.0,0.993602215675942
0.001,10.0,10.0,0.9936163818727834
0.0001,10.0,10.0,0.9936017582032771
0.001,10.0,1.0,0.9938042069689863
0.0001,10.0,10.0,0.9936263496405263
0.0001,10.0,10.0,0.9936221274056529
0.0001,10.0,10.0,0.9936272215043656
0.001,10.0,10.0,0.9936404913019287
0.01,10.0,10.0,0.9936186897937339
0.0001,1.0,0.01,0.9948826159787458
0.01,10.0,10.0,0.9936444015018043
0.0001,10.0,1.0,0.99591774271746
0.01,10.0,10.0,0.9939380656357814
0.001,10.0,10.0,0.9936174881357719
