C,Epsilon,Omega,Kernel_alignment
0.1,1000.0,1000.0,0.7763264883548655
0.1,1000.0,10000.0,0.7763889359313966
0.1,1000.0,10000.0,0.7762680657047314
0.1,1000.0,10000.0,0.7800671100953473
0.1,1000.0,10000.0,0.7782089104665649
0.1,1000.0,1000.0,0.7776499894694543
0.1,1000.0,10000.0,0.7737540104755822
0.1,1000.0,10000.0,0.7783536674278267
0.1,1000.0,10000.0,0.7792913165612076
0.1,1000.0,10000.0,0.7755313111647881
0.1,1000.0,10000.0,0.7723972283766553
0.1,1000.0,1000.0,0.7722015675977697
0.1,1000.0,10000.0,0.7726094027091887
0.1,1000.0,1000.0,0.7737850789466723
0.1,1000.0,1000.0,0.7760953075901671
0.1,1000.0,10000.0,0.7733266364952319
0.0001,1000.0,10000.0,0.7716095006389881
0.0001,1000.0,10000.0,0.771206110399474
0.0001,1000.0,1000.0,0.7702323664001864
0.1,1000.0,10000.0,0.771903557984565
0.1,1000.0,10000.0,0.7739073283106692
0.1,1000.0,10000.0,0.7742578637632521
0.1,1000.0,10000.0,0.7694126563007416
0.1,1000.0,10000.0,0.7700334904622912
0.1,1000.0,10000.0,0.7714485266487048
0.1,100.0,10000.0,0.7706215384399918
0.1,1000.0,10000.0,0.7678971539255377
0.0001,1000.0,1000.0,0.7710453351530215
0.1,1000.0,1000.0,0.771497660715894
0.1,1000.0,10000.0,0.7706013236077771
0.1,1000.0,10000.0,0.768525188217873
0.1,1000.0,10000.0,0.7738197496726906
0.1,1000.0,10000.0,0.7822685058436484
0.0001,100.0,10000.0,0.7696019937278461
0.0001,1000.0,1000.0,0.7610800351787644
0.0001,100.0,1000.0,0.7683262667369033
0.1,1000.0,10000.0,0.7700360814759907
0.1,100.0,10000.0,0.7673536907919943
0.1,1000.0,10000.0,0.7631904080004819
0.1,1000.0,10000.0,0.765628616048585
