C,Epsilon,Omega,Kernel_alignment
0.0001,100.0,1000.0,0.9301302873415174
0.1,1000.0,10.0,0.930710386016807
0.01,100.0,1000.0,0.9272861933391707
0.0001,100.0,1000.0,0.9269313990314729
0.0001,100.0,1000.0,0.9265121810668988
0.0001,100.0,1000.0,0.9301366470814543
0.0001,100.0,1000.0,0.9293679039456891
0.0001,100.0,1000.0,0.9264919185307505
0.0001,100.0,1000.0,0.9266000149380184
0.0001,100.0,1000.0,0.9272161712820333
0.1,1000.0,0.0001,0.9231190184934966
0.0001,100.0,1000.0,0.9238969939867984
0.0001,100.0,1000.0,0.9221798641836562
0.1,1000.0,0.1,0.9226214498077564
0.0001,100.0,1000.0,0.9231819438077871
0.0001,100.0,1000.0,0.9258971135041227
0.0001,100.0,0.1,0.9244138552000478
0.0001,100.0,1000.0,0.9244359063415875
0.0001,100.0,1000.0,0.9234770027494152
0.0001,100.0,1000.0,0.9238110925066936
0.0001,100.0,1000.0,0.9223490748792231
0.0001,100.0,1000.0,0.9226098940741246
0.0001,100.0,1000.0,0.9220408763789009
0.0001,100.0,1000.0,0.9236057031176519
0.0001,100.0,1000.0,0.9225975837186315
0.0001,100.0,1000.0,0.9218843261421769
0.0001,100.0,1000.0,0.9222420800595169
0.0001,100.0,0.0001,0.9233863115040291
0.0001,100.0,1000.0,0.9233086376137354
0.0001,100.0,0.1,0.9231709498067101
0.1,1000.0,0.1,0.9243164369801506
0.0001,100.0,1000.0,0.9243462712934875
0.0001,100.0,1000.0,0.9264151994977844
0.0001,100.0,1000.0,0.9248686265191441
0.1,100.0,100.0,0.925907107774576
0.0001,100.0,1000.0,0.92151843665691
0.0001,100.0,1000.0,0.9216194581910668
0.0001,100.0,1000.0,0.9215611140009434
0.0001,100.0,1000.0,0.9214566773484224
0.0001,100.0,1000.0,0.9215615329939396
