C,Epsilon,Omega,Kernel_alignment
0.1,100.0,1000.0,0.8887975200525383
0.1,100.0,1000.0,0.8901668069821117
0.1,100.0,100.0,0.8882756230884201
0.1,100.0,100.0,0.8883158059648867
0.1,100.0,100.0,0.8859074436004764
0.1,100.0,1000.0,0.89289133354635
0.0001,10.0,10.0,0.8910717709339475
0.1,100.0,1000.0,0.8907125385008793
0.1,100.0,100.0,0.8918102363935922
0.1,100.0,100.0,0.8895128433798981
0.1,100.0,100.0,0.88436331432898
0.1,100.0,100.0,0.88531839649366
0.1,100.0,100.0,0.8822175269147262
0.1,100.0,100.0,0.8831920179576671
0.1,100.0,100.0,0.883610361348312
0.1,100.0,1000.0,0.8872015304141082
0.0001,10.0,1.0,0.8875207754221224
0.1,100.0,1000.0,0.8890975774747372
0.1,100.0,1000.0,0.8880999289196286
0.1,100.0,1000.0,0.8881870246625502
0.1,100.0,100.0,0.8827021693792291
0.1,100.0,100.0,0.8840169107204952
0.1,1000.0,10.0,0.8822454340185734
0.1,100.0,100.0,0.8828179300327631
0.1,100.0,100.0,0.8824037750205715
0.1,10.0,0.1,0.884889093571352
0.1,100.0,1000.0,0.8855837036692763
0.0001,10.0,10.0,0.8878424970081135
0.1,100.0,1000.0,0.8875312828877276
0.1,10.0,1.0,0.8862801866058866
0.1,100.0,100.0,0.8833880013162757
0.1,100.0,100.0,0.8888345148608215
0.1,10.0,1.0,0.8872352036544173
0.1,100.0,100.0,0.8931079021386963
0.1,100.0,100.0,0.882946983652036
0.0001,10.0,0.0001,0.8830095759368755
0.1,100.0,1000.0,0.8828149362338463
0.1,100.0,100.0,0.8834061956173103
0.1,100.0,1000.0,0.8832245522467472
0.1,100.0,1000.0,0.8828314893509855
