Green_BBCH25,Red_BBCH25,RedEdge_BBCH25,NIR_BBCH25,DVI_BBCH25,NDVI_BBCH25,RVI_BBCH25,mSR_BBCH25,TNDVI_BBCH25,RDVI_BBCH25,SAVI_BBCH25,OSAVI_BBCH25,MSAVI2_BBCH25,gDVI_BBCH25,gNDVI_BBCH25,gRDVI_BBCH25,mSR_G_BBCH25,GSAVI_BBCH25,MGSAVI_BBCH25,NGI_BBCH25,GWDRVI_BBCH25,CI_G_BBCH25,CI_RE_BBCH25,TCARI_BBCH25,MCARI1_BBCH25,MCARI2_BBCH25,MTCARI_BBCH25,TCARIOSAVI_BBCH25,REDVI_BBCH25,NDRE_BBCH25,RERDVI_BBCH25,NNIR_BBCH25,REGNDVI_BBCH25,REWDRVI_BBCH25,MSR_RE_BBCH25,MEVI_BBCH25,RESAVI_BBCH25,MRESAVI_BBCH25,MRETVI_BBCH25,Green_BBCH31,Red_BBCH31,RedEdge_BBCH31,NIR_BBCH31,DVI_BBCH31,NDVI_BBCH31,RVI_BBCH31,mSR_BBCH31,TNDVI_BBCH31,RDVI_BBCH31,SAVI_BBCH31,OSAVI_BBCH31,MSAVI2_BBCH31,gDVI_BBCH31,gNDVI_BBCH31,gRDVI_BBCH31,mSR_G_BBCH31,GSAVI_BBCH31,MGSAVI_BBCH31,NGI_BBCH31,GWDRVI_BBCH31,CI_G_BBCH31,CI_RE_BBCH31,TCARI_BBCH31,MCARI1_BBCH31,MCARI2_BBCH31,MTCARI_BBCH31,TCARIOSAVI_BBCH31,REDVI_BBCH31,NDRE_BBCH31,RERDVI_BBCH31,NNIR_BBCH31,REGNDVI_BBCH31,REWDRVI_BBCH31,MSR_RE_BBCH31,MEVI_BBCH31,RESAVI_BBCH31,MRESAVI_BBCH31,MRETVI_BBCH31,Green_BBCH45,Red_BBCH45,RedEdge_BBCH45,NIR_BBCH45,DVI_BBCH45,NDVI_BBCH45,RVI_BBCH45,mSR_BBCH45,TNDVI_BBCH45,RDVI_BBCH45,SAVI_BBCH45,OSAVI_BBCH45,MSAVI2_BBCH45,gDVI_BBCH45,gNDVI_BBCH45,gRDVI_BBCH45,mSR_G_BBCH45,GSAVI_BBCH45,MGSAVI_BBCH45,NGI_BBCH45,GWDRVI_BBCH45,CI_G_BBCH45,CI_RE_BBCH45,TCARI_BBCH45,MCARI1_BBCH45,MCARI2_BBCH45,MTCARI_BBCH45,TCARIOSAVI_BBCH45,REDVI_BBCH45,NDRE_BBCH45,RERDVI_BBCH45,NNIR_BBCH45,REGNDVI_BBCH45,REWDRVI_BBCH45,MSR_RE_BBCH45,MEVI_BBCH45,RESAVI_BBCH45,MRESAVI_BBCH45,MRETVI_BBCH45,Whole_set
31.0,40.0,31.0,31.0,31.0,21.0,31.0,31.0,19.0,31.0,31.0,31.0,31.0,30.0,14.0,26.0,30.0,18.0,30.0,12.0,31.0,31.0,31.0,29.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,13.0,31.0,31.0,31.0,16.0,31.0,31.0,21.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,28.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,40.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,34.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,28.0,28.0,31.0,31.0,28.0,31.0,31.0,31.0,31.0,31.0,29.0,31.0,15.0
34.0,34.0,34.0,34.0,34.0,34.0,34.0,4.0,34.0,34.0,34.0,34.0,34.0,28.0,34.0,34.0,34.0,33.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,38.0,34.0,34.0,34.0,34.0,34.0,21.0,34.0,33.0,32.0,34.0,34.0,34.0,34.0,30.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,15.0,32.0,34.0,34.0,34.0,34.0,34.0,34.0,40.0,34.0,34.0,34.0,36.0,34.0,34.0,40.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,5.0,34.0,34.0,34.0,18.0,2.0,34.0,34.0,34.0,34.0,34.0,11.0,34.0,34.0,34.0,31.0,34.0,34.0,34.0,34.0,34.0,20.0,34.0,0.0
40.0,17.0,40.0,29.0,40.0,40.0,28.0,39.0,40.0,40.0,40.0,40.0,40.0,34.0,40.0,40.0,40.0,37.0,37.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,17.0,40.0,40.0,40.0,40.0,40.0,23.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,30.0,40.0,40.0,34.0,37.0,38.0,17.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,25.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,30.0,39.0,40.0,40.0,40.0,37.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,9.0,40.0,40.0,40.0,9.0,5.0,40.0,40.0,40.0,40.0,40.0,10.0,38.0,40.0,40.0,36.0,40.0,40.0,40.0,30.0,40.0,36.0,40.0,3.0
40.0,38.0,40.0,38.0,40.0,40.0,13.0,8.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,32.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,40.0,36.0,40.0,31.0,21.0,13.0,40.0,40.0,40.0,40.0,40.0,39.0,3.0,40.0,40.0,3.0,5.0,2.0,10.0,32.0,40.0,25.0,40.0,40.0,39.0,40.0,22.0,40.0,40.0,40.0,40.0,40.0,32.0,40.0,40.0,40.0,40.0,37.0,4.0,40.0,40.0,40.0,40.0,38.0,37.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,34.0,3.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,18.0,40.0,40.0,40.0,28.0,17.0,40.0,32.0,32.0,40.0,35.0,39.0,2.0,30.0,31.0,39.0,40.0,40.0,36.0,21.0,37.0,37.0,40.0,1.0
27.0,28.0,27.0,26.0,27.0,27.0,17.0,5.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,26.0,27.0,27.0,27.0,27.0,38.0,27.0,27.0,26.0,24.0,27.0,27.0,27.0,22.0,18.0,21.0,40.0,38.0,27.0,27.0,27.0,18.0,26.0,27.0,27.0,26.0,27.0,17.0,25.0,23.0,16.0,7.0,27.0,27.0,1.0,27.0,3.0,27.0,28.0,27.0,39.0,27.0,27.0,37.0,27.0,27.0,25.0,22.0,27.0,18.0,27.0,25.0,27.0,27.0,13.0,38.0,27.0,40.0,40.0,27.0,27.0,39.0,21.0,12.0,40.0,27.0,28.0,36.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,13.0,27.0,26.0,27.0,27.0,27.0,24.0,21.0,26.0,6.0,27.0,30.0,27.0,23.0,11.0,6.0,21.0,27.0,27.0
2.0,18.0,8.0,14.0,4.0,19.0,0.0,1.0,19.0,19.0,18.0,16.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,19.0,5.0,16.0,0.0,20.0,4.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,37.0,20.0,20.0,19.0,1.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,20.0,20.0,1.0,3.0,1.0,20.0,20.0,16.0,40.0,20.0,0.0,20.0,20.0,19.0,1.0,1.0,2.0,18.0,13.0,3.0,17.0,1.0,0.0,22.0,19.0,40.0,40.0,20.0,20.0,21.0,0.0,0.0,22.0,20.0,20.0,20.0,20.0,20.0,20.0,4.0,3.0,20.0,20.0,20.0,5.0,4.0,0.0,0.0,12.0,20.0,18.0,5.0,1.0,0.0,0.0,16.0,20.0,0.0,0.0,2.0,0.0,3.0,8.0,2.0
33.0,34.0,26.0,26.0,25.0,33.0,32.0,25.0,33.0,26.0,26.0,25.0,25.0,5.0,31.0,32.0,15.0,14.0,6.0,31.0,20.0,28.0,31.0,24.0,29.0,27.0,32.0,33.0,29.0,32.0,27.0,25.0,31.0,31.0,32.0,25.0,27.0,25.0,33.0,32.0,32.0,27.0,28.0,31.0,13.0,26.0,26.0,23.0,32.0,32.0,32.0,25.0,25.0,32.0,26.0,29.0,28.0,30.0,31.0,28.0,28.0,29.0,28.0,26.0,32.0,33.0,31.0,29.0,32.0,31.0,27.0,25.0,25.0,25.0,29.0,32.0,30.0,32.0,33.0,33.0,33.0,32.0,32.0,34.0,32.0,25.0,40.0,33.0,33.0,34.0,33.0,32.0,33.0,25.0,28.0,33.0,33.0,40.0,30.0,24.0,32.0,27.0,25.0,33.0,25.0,24.0,13.0,26.0,25.0,30.0,33.0,32.0,27.0,26.0,18.0,5.0,30.0,3.0
40.0,40.0,40.0,40.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,39.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,38.0,40.0,37.0,37.0,5.0,40.0,40.0,36.0,38.0,37.0,37.0,35.0,35.0,40.0,37.0,39.0,37.0,40.0,37.0,37.0,36.0,37.0,40.0,37.0,40.0,40.0,38.0,38.0,40.0,37.0,37.0,40.0,37.0,40.0,37.0,37.0,40.0,40.0,39.0,37.0,37.0,37.0,38.0,37.0,37.0,37.0,37.0,40.0,40.0,39.0,37.0,37.0,3.0,40.0,38.0,37.0,38.0,37.0,40.0,40.0,38.0,37.0,4.0,35.0,37.0,38.0,40.0,39.0,39.0,40.0,38.0,40.0,39.0,40.0,40.0,40.0,39.0,40.0,40.0,37.0,38.0,38.0,40.0,37.0,34.0,40.0,7.0,40.0,38.0,40.0,40.0,40.0,9.0,12.0,38.0,37.0
20.0,19.0,21.0,5.0,17.0,14.0,14.0,11.0,14.0,17.0,13.0,13.0,16.0,9.0,9.0,21.0,21.0,13.0,17.0,13.0,21.0,21.0,21.0,13.0,19.0,16.0,21.0,21.0,21.0,21.0,6.0,11.0,13.0,20.0,21.0,21.0,20.0,21.0,23.0,21.0,11.0,40.0,21.0,21.0,16.0,20.0,19.0,16.0,11.0,11.0,20.0,19.0,19.0,15.0,20.0,21.0,10.0,15.0,21.0,20.0,18.0,21.0,37.0,19.0,21.0,39.0,18.0,20.0,21.0,13.0,11.0,9.0,21.0,21.0,21.0,13.0,18.0,21.0,9.0,18.0,21.0,15.0,15.0,19.0,21.0,21.0,18.0,12.0,19.0,19.0,20.0,17.0,21.0,21.0,21.0,7.0,11.0,18.0,21.0,18.0,21.0,21.0,21.0,19.0,21.0,20.0,21.0,21.0,21.0,6.0,17.0,21.0,21.0,11.0,21.0,20.0,15.0,5.0
4.0,34.0,1.0,1.0,1.0,32.0,1.0,1.0,33.0,1.0,1.0,3.0,1.0,2.0,6.0,8.0,2.0,3.0,2.0,7.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,33.0,2.0,2.0,1.0,0.0,10.0,3.0,2.0,2.0,1.0,1.0,40.0,32.0,19.0,23.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,28.0,1.0,3.0,33.0,8.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,33.0,33.0,35.0,35.0,12.0,12.0,35.0,2.0,1.0,40.0,33.0,33.0,33.0,25.0,4.0,33.0,1.0,1.0,33.0,18.0,35.0,1.0,0.0,2.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,2.0,36.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0
