C,Epsilon,Omega,Kernel_alignment
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,10.0,0.0001
0.0001,10.0,0.0001
0.0001,10.0,0.0001
0.0001,1.0,0.0001
0.0001,10.0,0.0001
0.0001,10.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,10.0,0.0001
0.0001,10.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,10.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,10.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,10.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
0.0001,1.0,0.0001
